id	filename	md5	size	state
0bca687f-38a5-4b20-8e55-3309e7185fc8	nationwidechildrens.org_clinical.TCGA-EL-A4K7.xml	27d61253dc9c6e82ae7f8af5e1a20688	47024	released
ff748591-c48a-441b-970e-98aa34b238ca	nationwidechildrens.org_clinical.TCGA-EL-A4KG.xml	53b8b99aba6b4358872a1946f5e843cf	47120	released
c252ef38-72c6-4007-a7e3-259ffc69f218	TCGA-MK-A4N6.0532440D-F8D5-4A26-9A33-440775504978.PDF	3692890059ffc8a3dd07d43124b1fa88	448667	released
f4c479eb-fa41-4e40-9e2d-def31c2c3c89	nationwidechildrens.org_clinical.TCGA-ET-A39S.xml	4033b0b402d239e35f05270e5b4fd124	39920	released
994e384f-0100-4383-8f66-e4d141d4d1b5	nationwidechildrens.org_clinical.TCGA-EL-A3GU.xml	6fd33f1e42c31a89078b05a5e5a4302f	52625	released
5673a5d8-7b45-4f0b-b3ce-deb1dc67cc44	TCGA-EL-A3GU.2D5EF0A8-A5A1-4C28-A723-F2127A834AB6.PDF	ccbd3be9eaa8be089de9bd0075a1f250	113537	released
8d520bf3-1b64-4d04-92ee-0bf13e0fa3c6	nationwidechildrens.org_clinical.TCGA-FE-A238.xml	3079c331de9728919c6fc1519d8abb2c	63859	released
bf2cb0eb-dfa5-4252-a251-8a90a97de3b8	TCGA-CE-A3ME.F252CA7B-53A5-44A2-BABC-37EF371C1619.PDF	64d67348662c33c6662fb151b10e2aa6	599127	released
69f8ce7e-9f81-404f-976c-d984bd803f84	TCGA-E3-A3DY.C455F124-6CC8-4B9E-9CA6-68DF0A518639.PDF	aec6ce301a63b71b0b36ff38083225fa	109404	released
f4e428d3-c170-4811-b145-ec1eaa96b4b2	nationwidechildrens.org_clinical.TCGA-KS-A4I7.xml	a3f3c7a4a16d9a390ed79acdaa3b0466	57837	released
77a85d3d-f1d4-4581-b268-997bfe0b7334	TCGA-EL-A3H4.587AB240-F36D-4FE3-B0A5-81C52DD1A6AF.PDF	49ae8855dd76546454da306b4fc6443c	335000	released
975ec11f-aad1-4850-93fd-36b224b31034	nationwidechildrens.org_clinical.TCGA-EM-A4FO.xml	364be93fce747c41a62ddbe897f92bae	52263	released
93936ac7-1607-4067-a422-92fcb0f7a97f	nationwidechildrens.org_clinical.TCGA-IM-A420.xml	780c84769a58dfce881097a791a60a94	47372	released
73e4ae50-fa51-4542-91cf-b481120d98c9	nationwidechildrens.org_clinical.TCGA-FK-A3SH.xml	fa5c4c688111c0a9b8427bbcb4403e8f	52322	released
f86d745e-0c00-449a-a318-448fdd66a081	TCGA-FK-A3SH.0BFE6CA6-DA46-4162-A403-3F51F9F9EABA.PDF	24a7d8acebd6bda681edc57a2da50c07	70283	released
731bf26a-8546-494f-a6e7-baf2cc00dd07	TCGA-DJ-A1QL.67D84E08-AE0D-458A-B886-94C22D856A52.PDF	73ce9fa3449380877e6a6c8833a9b06e	90975	released
5cc07c93-9b5f-473f-9274-2d919ad2f7f9	nationwidechildrens.org_clinical.TCGA-FE-A234.xml	72cb8faf5a7b7a24f87088f9bb610afa	59160	released
bae565c7-5830-4e5a-b209-279a584cc9a3	nationwidechildrens.org_clinical.TCGA-H2-A26U.xml	2bff1c70b2d7b7a027d2f2136097883d	58106	released
3933c076-47ed-402a-9bb7-555f5cfe11a8	TCGA-H2-A26U.59095FF3-A312-44C5-956C-E0D6A6DBABBA.PDF	38219517ec626f2ac1fe5d263c1ca19d	94227	released
a1426663-9353-4870-a659-056c980d59a9	nationwidechildrens.org_clinical.TCGA-BJ-A2P4.xml	7934bb6974a9c32c12d884f0fd6fc255	39960	released
1bca780d-f9b9-45a4-90fa-a9240a1c4690	nationwidechildrens.org_clinical.TCGA-CE-A484.xml	0c467ceccbd15c3811da4549504fb346	46948	released
53890556-8707-499e-a74f-2482a7e722f9	TCGA-CE-A484.273EB66C-5921-40B5-A4B8-8383EA27ED4B.PDF	bd2028ed6c0563a0417412f612ddaa63	426507	released
a6dde464-9685-4a95-8e07-97d2b2d4fbb4	TCGA-EM-A1CS.225D9285-DFDA-426E-B1C5-5A557272B552.PDF	bbb05c67de3247dcac75f4f32bb75f80	113451	released
c18967b0-34f1-4030-9bba-d548ad7d9868	TCGA-FE-A233.BABD0B38-955F-4F79-8851-1967C6E17F72.PDF	2b497eedfe3bca33a38f42bc92876d77	137788	released
9e592313-39d3-4389-abe7-29dd9a321c24	TCGA-KS-A4I5.801C7861-F776-44D4-A594-4303B4F8A3F7.PDF	d4b180af333b090b0d7308b1430dfb49	107801	released
96bec39a-8f41-4e8a-8405-7cff8d3b2fd4	nationwidechildrens.org_clinical.TCGA-EL-A3GV.xml	cf3b351529b8af2be92b69f5fb247afe	51946	released
52880440-48f1-4ea8-a53b-6629d6a54de6	nationwidechildrens.org_clinical.TCGA-ET-A39M.xml	09c0b137a8ffad82e93a394a20831d06	44873	released
e54f60e6-bd70-421c-bbe0-b5b5297977b0	nationwidechildrens.org_clinical.TCGA-EL-A3MX.xml	ad1c40327ee8f9d71047b10639c5443a	73026	released
001aeaa8-de9a-4cec-a1c0-fa83a3b0f237	nationwidechildrens.org_clinical.TCGA-BJ-A45D.xml	c0816eae10254287e836b03c884d2d8d	46862	released
1946882a-fa75-4b18-b1ec-7236df5b0a30	TCGA-EL-A3MX.6D029C4F-445D-4ECC-8395-FAC6A422246E.PDF	063b3327ab504a1a1f6365ffd2b8d1cf	127703	released
626a6af6-7520-472f-b268-076f1cad63e1	nationwidechildrens.org_clinical.TCGA-EL-A3ZP.xml	825cef288d4de29b0106433c92d958c2	65202	released
75d3f66a-fd53-4913-a125-89fbdf56bfe7	TCGA-EL-A3ZP.8035BE61-91DD-41FB-ABC8-77BE24327645.PDF	512b5f3f4af383aa506a4294449fc70d	179712	released
9f43340f-465d-4a24-88ac-545eeeff7e07	TCGA-ET-A2MY.E90820AD-FDE0-40AD-B8C3-F5452941AFBD.PDF	51184f6f6b7621cdddd8c53dd5fbec47	76899	released
03af4996-a0db-4324-81d1-b13458c726d5	nationwidechildrens.org_clinical.TCGA-ET-A2MY.xml	eef9676cd715e47dfa4074419bebb326	57974	released
a773f2c5-eb93-4c97-bf8a-28dd64f0c234	nationwidechildrens.org_clinical.TCGA-DJ-A2Q4.xml	8caa7b2130479d6e32f24c41c4d21949	53978	released
30f24eea-ba70-40f7-9f2e-dee00db3418a	nationwidechildrens.org_clinical.TCGA-MK-A4N7.xml	fa7519b74aeea68ca01737bc241b4926	57876	released
7a342d59-965c-42d3-9af7-1811e600804b	TCGA-MK-A4N7.B7266F91-4475-488E-B0B9-21716FED9805.PDF	16768caf060d2cb098d91442c5f6b76f	180038	released
20790415-71f4-4fda-a087-2ec0a9fd1703	nationwidechildrens.org_clinical.TCGA-ET-A25N.xml	e52f03dfb498a050a7cbcec57548d7b6	58065	released
2428fe20-fb7b-4279-9f0a-0d97111cd61b	TCGA-E8-A438.F5A6C80F-594B-4FD3-9B9F-E0AB0D7F7EDE.PDF	3c24534b6f9cf9ecda3f323ac38df1fa	88076	released
25992e18-9ed8-495b-860c-feb91f5c6535	nationwidechildrens.org_clinical.TCGA-E8-A438.xml	13b6df1da0abd8d56962fae0dd988416	60177	released
0c7cb39f-6446-4543-9f53-83c60c01a62e	TCGA-DJ-A1QO.39783E42-ABA0-4CF3-B6E8-B2CCC922FAF4.PDF	442218923abcd66b56fcb5092528698d	104606	released
67e7b374-e51d-4614-8cb7-5dfcd69215ba	TCGA-EL-A3MW.FCDCD4CD-0F6C-457D-A670-E7FFB4ED3495.PDF	a23348a93f3df8a4135bf8956aeb200f	105579	released
483e6c30-0f99-4f6c-a383-c52e64c9cbf1	nationwidechildrens.org_clinical.TCGA-EL-A3MW.xml	990df94002a8e6c0d7ecce587be2a4fd	51847	released
b6f52e56-3b6e-4b0e-9637-6842f3a1f29f	nationwidechildrens.org_clinical.TCGA-E3-A3E2.xml	30129259eeaa792ab45ca5590ec66fa1	61499	released
b14698bd-3ea7-487f-8ff0-15c4316c01db	TCGA-E3-A3E2.8449B3D4-33B2-4C33-8357-FA189B778624.PDF	6b8042f434f76fa5bc33ecd751210c2d	99344	released
3c7a45a7-4c1e-41d9-aa5d-25140f3d1211	TCGA-BJ-A0YZ.B4B35251-8130-41C6-A7DB-478D8673D12C.PDF	1297fb26a58a052a6dc68a74c67f7faf	138414	released
677380e8-a969-451d-8903-c00bb003becd	TCGA-E8-A434.CA8D2EDB-85CA-4F57-8357-17B2D0E702C8.PDF	138f39169de0b656682ad5f56a4ff1b8	51151	released
098a16fd-b0cf-45fa-916a-5259d9461ff7	nationwidechildrens.org_clinical.TCGA-E8-A434.xml	feb47084c491f04ca49fb5374888b596	60148	released
184fcd10-dea2-4b6f-80d6-19711456476f	TCGA-E8-A2JQ.C1A33CCE-8C35-49E9-BE02-0E393F777674.PDF	79fdd9e6b3f0e2d3a89c0e2c7fad367d	39504	released
39500eb8-4049-47e3-8dc4-737dc2e030b4	nationwidechildrens.org_clinical.TCGA-E8-A2JQ.xml	ecf5292a718a28807f816a0f7b2d238e	50713	released
a3f9faa8-4c6f-46be-ada5-29a990f8b87b	TCGA-EL-A3MZ.9AA7595E-A511-4AFE-B1AF-23E1A576B34A.PDF	a14e5925755e780cfa511df0f0bea9d3	175951	released
991b3d1c-b895-40e4-a7e2-484c9b3c634a	TCGA-FY-A3NM.0411A69E-4F72-4043-B62C-9F5FC568E2E9.PDF	d4abbd4f82f66e106ff49a3f3871aba6	204094	released
6410f11f-5ccd-4245-803c-974f67692c86	nationwidechildrens.org_clinical.TCGA-FY-A3NM.xml	aa820226a2ed9bb95502187d6dbc909f	40153	released
61d44561-1ee2-4b1b-85ea-f08d203eba7b	nationwidechildrens.org_clinical.TCGA-EL-A3MZ.xml	004cc3627a3e488a5278ed2f9bf28496	38816	released
d8f005d4-c3c0-4bdb-bdb0-acbc16618329	TCGA-EM-A4FN.45A213AB-38E7-4D7F-8E38-5CC140570891.PDF	6634b6e3d2d389328b4b51c1bc7b8291	289541	released
5edcbc26-2f9e-4024-ad26-1118ac2d0f25	nationwidechildrens.org_clinical.TCGA-ET-A3DQ.xml	30da92e2661417d087ce60b2f31eca8c	66752	released
334d7990-6653-46d9-a1d0-95c4e6c1269a	TCGA-BJ-A0Z2.C93FF278-A750-44B7-8A22-7AC06BDFB799.PDF	5769702881a26ff7277a85aec773f868	285404	released
396ca676-0593-43f4-912a-ab5652f9e53b	TCGA-J8-A3O1.08ABFE9F-B5B1-49F3-907A-7E9BF2556180.PDF	3f9b10ea44228fd9623d8d8af76452ee	679484	released
d96541dc-0860-4754-9bfb-7e898456c238	nationwidechildrens.org_clinical.TCGA-DJ-A2PN.xml	071edea7c7e4bde60ff5011b97c723d1	40239	released
